編號,資料長度,來源MAC,目的地MAC,Eth類型,時間戳記(ns),來源IP,目的地IP,來源端口,目的地端口,第三層協議,第四層協議
1,110,8478ac102143,586c258b9255,2048,1.7145492061222218e+18,142.250.82.223,10.30.1.233,3478,63795,17,UDP
